index,B cells,CAFs,Cholangiocyte,Hepatocytes,Kupffer cells,LSEC,LVEC,LVECm,Myofibroblasts,Pericytes,Proliferation,SAMs,Stellate cells,T cells_far,T cells_tumor,TM1,cDC1,cDC2,Carcinoma
ST3GAL3,0,9.39E-06,7.77E-06,7.90E-06,3.27E-06,6.41E-06,5.62E-06,1.54E-05,3.11E-05,0,4.84E-06,2.57E-06,2.30E-05,6.62E-06,1.51E-05,1.44E-06,1.16E-05,3.51E-06,8.37E-06
TMEM53,4.75E-06,9.39E-06,2.59E-06,2.55E-05,8.18E-06,6.41E-06,2.81E-06,3.09E-06,0,2.01E-05,4.84E-06,9.43E-06,3.83E-06,0,0,4.32E-06,0,7.01E-06,1.39E-05
HECTD3,2.38E-05,3.00E-05,2.33E-05,1.03E-05,2.46E-05,1.92E-05,1.69E-05,2.47E-05,2.49E-05,1.01E-05,4.84E-06,2.31E-05,2.30E-05,1.99E-05,0,1.30E-05,0,1.75E-05,4.18E-05
KLC1,7.13E-05,0.000129577,9.58E-05,2.37E-05,8.84E-05,8.98E-05,8.85E-05,0.000163704,0.000149135,0.000201112,5.81E-05,7.63E-05,0.000114952,9.27E-05,9.03E-05,5.76E-05,1.16E-05,6.66E-05,4.18E-05
TUBGCP3,9.50E-06,1.69E-05,5.18E-06,7.90E-06,1.47E-05,6.41E-06,9.84E-06,2.78E-05,1.86E-05,1.01E-05,1.45E-05,2.31E-05,2.68E-05,1.99E-05,1.51E-05,2.45E-05,5.81E-05,3.51E-05,2.51E-05
MCF2L,0,0,2.07E-05,1.82E-06,4.91E-06,1.28E-05,9.84E-06,5.56E-05,1.24E-05,0,0,0,0,0,0,2.88E-06,0,0,2.51E-05
F10,0,2.82E-05,7.77E-06,0.000108206,0,3.21E-06,0,9.27E-06,7.46E-05,3.02E-05,4.84E-06,0,4.21E-05,0,0,4.32E-06,0,3.51E-06,2.79E-06
PCID2,1.43E-05,2.63E-05,3.11E-05,7.29E-06,6.55E-06,9.62E-06,2.53E-05,3.40E-05,2.49E-05,0,9.69E-06,8.57E-06,1.92E-05,2.65E-05,4.52E-05,1.73E-05,0,7.01E-06,4.18E-05
PROZ,0,0,0,2.67E-05,0,0,0,0,0,0,0,0,0,0,0,1.44E-06,0,0,0
IGFLR1,5.23E-05,3.76E-06,2.59E-06,1.52E-05,2.62E-05,3.21E-06,5.62E-06,1.24E-05,1.86E-05,0,5.33E-05,8.31E-05,0,4.63E-05,7.53E-05,0.000128245,8.14E-05,7.01E-05,5.58E-06
CAPNS1,0.000171068,0.000349295,0.000352122,6.50E-05,0.000378141,0.000355818,0.000479115,0.000441691,0.000285842,0.000392169,0.000246991,0.000354743,0.000310371,0.000211773,0.000225764,0.000252168,0.000441727,0.000284066,0.000145069
PDCD2L,0,0,2.33E-05,1.82E-06,3.27E-06,3.21E-06,1.26E-05,0,0,0,4.84E-06,3.43E-06,7.66E-06,0,0,4.32E-06,0,0,5.58E-06
RBM42,3.33E-05,3.76E-05,6.73E-05,1.58E-05,3.27E-05,4.49E-05,4.64E-05,6.80E-05,4.97E-05,4.02E-05,1.94E-05,3.94E-05,2.68E-05,2.65E-05,3.01E-05,3.17E-05,3.49E-05,4.56E-05,2.79E-05
UBA2,4.28E-05,5.82E-05,0.000134635,1.46E-05,3.44E-05,6.73E-05,7.87E-05,8.96E-05,0.000229916,0.000170945,2.91E-05,4.46E-05,3.07E-05,5.29E-05,1.51E-05,4.61E-05,1.16E-05,3.51E-05,5.02E-05
HCST,2.38E-05,7.51E-06,5.18E-06,2.43E-06,0.000135869,1.92E-05,5.62E-06,3.09E-06,0,0,6.30E-05,0.000194509,3.83E-06,0.000463254,0.000240815,0.000174356,2.32E-05,0.000196391,2.79E-06
COX6B1,0.000218587,0.000206572,0.000217487,0.000186017,0.000186615,0.000157073,0.000148933,0.00017297,0.000192633,0.000321779,0.000324479,0.000244207,0.000145606,0.00019192,0.000255866,0.000227672,0.000232488,0.000203405,0.000273399
THRA,9.50E-06,2.63E-05,1.29E-05,1.22E-06,6.55E-06,1.92E-05,2.39E-05,1.85E-05,6.84E-05,2.01E-05,4.84E-06,5.14E-06,1.92E-05,2.65E-05,0,4.32E-06,0,7.01E-06,5.86E-05
NR1D1,1.43E-05,1.69E-05,7.77E-06,2.43E-06,3.27E-06,0,5.62E-06,1.24E-05,0,1.01E-05,1.45E-05,2.57E-06,3.83E-06,3.31E-05,0,0,0,3.51E-06,2.79E-05
FRMD8,0,3.00E-05,1.81E-05,4.86E-06,1.31E-05,5.77E-05,2.53E-05,3.09E-05,0,2.01E-05,3.39E-05,8.57E-06,3.83E-06,2.65E-05,1.51E-05,1.30E-05,2.32E-05,2.10E-05,1.67E-05
PRDX5,0.000137805,0.000135211,0.000157937,0.000100911,4.58E-05,7.05E-05,8.15E-05,0.000101929,4.97E-05,0.000120667,4.84E-05,7.20E-05,0.000130279,6.62E-05,1.51E-05,5.91E-05,2.32E-05,5.61E-05,0.000622123
BCL2L12,1.43E-05,3.76E-06,2.07E-05,5.47E-06,8.18E-06,9.62E-06,5.62E-06,1.85E-05,6.21E-06,0,2.91E-05,1.03E-05,1.15E-05,6.62E-06,0,8.65E-06,0,3.51E-06,1.12E-05
IRF3,4.28E-05,3.00E-05,4.14E-05,6.08E-06,1.80E-05,3.53E-05,3.37E-05,7.10E-05,1.24E-05,2.01E-05,1.45E-05,2.14E-05,1.92E-05,3.97E-05,4.52E-05,2.31E-05,5.81E-05,1.40E-05,2.79E-05
PRMT1,3.33E-05,3.76E-05,3.88E-05,3.04E-06,1.31E-05,1.92E-05,2.81E-05,3.71E-05,3.11E-05,0.000100556,2.42E-05,1.29E-05,3.83E-05,6.62E-06,0,1.59E-05,0,1.40E-05,1.67E-05
RRAS,2.38E-05,0.000152112,4.14E-05,1.82E-06,2.62E-05,7.37E-05,9.41E-05,0.000108106,0.000248558,0.000221223,2.42E-05,3.60E-05,0.000164765,6.62E-06,0,1.30E-05,0,3.51E-05,0.000119961
SCAF1,1.90E-05,1.88E-05,2.07E-05,5.47E-06,1.47E-05,1.92E-05,1.26E-05,1.85E-05,2.49E-05,1.01E-05,4.84E-06,6.85E-06,3.83E-05,6.62E-06,0,5.76E-06,2.32E-05,3.51E-06,2.79E-05
ASL,1.43E-05,7.51E-06,4.66E-05,8.27E-05,1.80E-05,1.92E-05,1.69E-05,2.78E-05,6.21E-06,0,1.94E-05,2.40E-05,1.53E-05,5.96E-05,3.01E-05,2.31E-05,0,1.75E-05,1.39E-05
SBDS,9.98E-05,0.00020845,0.000287394,9.24E-05,6.55E-05,0.000128223,0.000178439,0.000262543,0.000434977,0.000281557,8.23E-05,6.68E-05,0.000114952,6.62E-05,6.02E-05,6.20E-05,6.97E-05,7.36E-05,0.000103222
STAT5A,1.43E-05,3.76E-06,5.18E-06,6.08E-07,3.44E-05,3.21E-05,1.55E-05,4.02E-05,0,1.01E-05,4.36E-05,6.34E-05,1.53E-05,5.96E-05,1.51E-05,4.47E-05,4.65E-05,3.86E-05,1.67E-05
BECN1,2.85E-05,7.89E-05,4.14E-05,2.25E-05,3.77E-05,6.09E-05,5.06E-05,8.03E-05,3.11E-05,3.02E-05,3.87E-05,5.91E-05,2.68E-05,5.29E-05,0.000150509,4.61E-05,3.49E-05,7.72E-05,0.000139489
HSP90B2P,3.33E-05,3.00E-05,5.44E-05,4.86E-05,2.62E-05,1.92E-05,2.95E-05,4.63E-05,3.73E-05,2.01E-05,4.36E-05,1.54E-05,3.07E-05,6.62E-06,4.52E-05,2.31E-05,3.49E-05,2.81E-05,2.51E-05
GLIS2,0,4.69E-05,3.37E-05,6.08E-07,0,6.41E-06,7.03E-06,9.27E-06,1.24E-05,2.01E-05,9.69E-06,8.57E-07,4.21E-05,0,0,0,0,0,0
NSRP1,5.70E-05,6.01E-05,8.29E-05,2.07E-05,6.22E-05,8.33E-05,0.000101162,0.000101929,0.000105637,7.04E-05,5.81E-05,5.40E-05,4.60E-05,3.31E-05,6.02E-05,3.89E-05,4.65E-05,5.96E-05,6.42E-05
DNAJC8,5.23E-05,8.45E-05,9.32E-05,3.34E-05,7.37E-05,0.000118606,0.000150338,9.88E-05,0.000149135,0.000181001,0.000116231,8.91E-05,8.05E-05,8.60E-05,4.52E-05,9.51E-05,5.81E-05,5.61E-05,6.42E-05
AHDC1,4.75E-06,1.88E-05,1.55E-05,2.43E-06,3.27E-06,1.60E-05,1.12E-05,2.16E-05,4.97E-05,2.01E-05,9.69E-06,1.11E-05,3.83E-06,0,3.01E-05,1.73E-05,0,1.40E-05,1.95E-05
IFI6,3.33E-05,0.000180281,2.59E-05,1.70E-05,0.000139143,0.00013784,8.71E-05,0.000179147,3.73E-05,0.000201112,4.36E-05,0.00011225,5.75E-05,1.99E-05,6.02E-05,4.32E-05,0,3.51E-05,1.67E-05
ZNF384,1.90E-05,3.19E-05,3.88E-05,4.26E-06,8.18E-06,2.89E-05,2.11E-05,2.16E-05,6.21E-06,3.02E-05,5.33E-05,1.71E-05,1.92E-05,4.63E-05,7.53E-05,1.87E-05,2.32E-05,7.01E-06,2.79E-05
EMG1,9.50E-06,2.07E-05,2.59E-05,1.46E-05,1.47E-05,6.41E-06,4.78E-05,2.16E-05,3.73E-05,3.02E-05,3.87E-05,1.80E-05,1.53E-05,2.65E-05,4.52E-05,2.74E-05,1.16E-05,1.75E-05,5.30E-05
UXT,0.000190075,0.000159624,0.000116511,5.78E-05,5.07E-05,0.000108989,0.000126453,0.000108106,7.46E-05,0.000181001,0.000125917,0.00010111,0.00011112,0.000119122,7.53E-05,9.22E-05,8.14E-05,0.000101703,5.02E-05
CFP,0,0,0,1.82E-06,0.000173519,6.09E-05,9.84E-06,9.27E-06,0,0,9.69E-06,8.57E-06,0,0,0,2.02E-05,0,7.36E-05,0
ELK1,0,3.38E-05,1.55E-05,4.86E-06,1.31E-05,6.73E-05,2.25E-05,1.54E-05,1.24E-05,2.01E-05,4.84E-06,1.03E-05,1.92E-05,0,1.51E-05,2.31E-05,0,3.51E-06,1.67E-05
TIMM17B,8.08E-05,5.07E-05,2.33E-05,1.40E-05,2.13E-05,1.92E-05,9.84E-06,9.27E-06,3.11E-05,2.01E-05,6.30E-05,1.89E-05,1.15E-05,3.31E-05,3.01E-05,2.16E-05,3.49E-05,4.21E-05,2.79E-05
PCNX4,9.50E-06,3.76E-05,4.92E-05,4.86E-06,1.64E-05,4.81E-05,3.65E-05,3.71E-05,6.21E-05,4.02E-05,3.87E-05,3.51E-05,1.53E-05,2.65E-05,0,2.31E-05,2.32E-05,2.81E-05,3.07E-05
ATG14,4.75E-06,1.31E-05,7.77E-06,4.26E-06,1.31E-05,2.56E-05,2.81E-05,6.18E-06,1.24E-05,2.01E-05,4.84E-06,1.37E-05,1.53E-05,3.31E-05,1.51E-05,1.01E-05,0,2.10E-05,1.12E-05
KTN1,0.000128301,0.000234741,0.000287394,0.000113677,0.000224266,0.000362229,0.000349852,0.000302697,0.000304484,0.000241335,0.000271206,0.000215931,0.000199251,0.000198537,0.00016556,0.000167151,0.000151117,0.000154307,0.00040173
RHOJ,4.75E-06,2.82E-05,0,0,0,7.05E-05,0.000129263,9.27E-05,1.24E-05,1.01E-05,0,8.57E-07,1.53E-05,6.62E-06,0,0,0,0,0
L3HYPDH,4.75E-06,1.88E-05,1.29E-05,4.86E-06,8.18E-06,3.21E-06,1.12E-05,3.09E-06,0,1.01E-05,9.69E-06,3.43E-06,2.30E-05,6.62E-06,1.51E-05,8.65E-06,0,3.51E-06,8.37E-06
HSPA2,0,4.69E-05,5.18E-06,0,1.15E-05,3.21E-06,2.67E-05,5.25E-05,6.21E-05,7.04E-05,1.45E-05,1.37E-05,8.43E-05,0,1.51E-05,7.20E-06,0,3.51E-06,3.35E-05
ZBTB1,1.43E-05,1.69E-05,1.55E-05,1.22E-06,4.09E-05,2.24E-05,2.81E-05,1.85E-05,3.73E-05,8.04E-05,1.94E-05,3.26E-05,4.98E-05,7.94E-05,4.52E-05,2.45E-05,2.32E-05,2.45E-05,2.79E-05
TRMT5,7.13E-05,7.32E-05,7.25E-05,2.43E-05,5.73E-05,5.45E-05,7.17E-05,7.72E-05,0.000111851,0.000120667,0.000353537,7.45E-05,8.43E-05,4.63E-05,0.000105357,0.000108072,9.30E-05,7.72E-05,7.25E-05
SGPP1,4.75E-06,1.31E-05,2.85E-05,7.29E-06,3.27E-05,0,4.22E-06,0,2.49E-05,0,1.45E-05,2.06E-05,7.66E-06,1.32E-05,4.52E-05,1.87E-05,4.65E-05,3.51E-06,0
PLEKHG3,0,1.88E-06,4.92E-05,1.22E-05,0,0,1.41E-06,3.09E-06,7.46E-05,0,9.69E-06,4.28E-06,1.53E-05,1.32E-05,3.01E-05,1.44E-06,0,0,5.58E-05
PZP,9.50E-06,0,5.18E-06,2.31E-05,0,1.28E-05,4.22E-06,1.54E-05,0,0,0,1.71E-06,3.83E-06,0,0,7.20E-06,0,3.51E-06,0
RHOT1,2.38E-05,2.25E-05,2.07E-05,9.73E-06,3.27E-05,3.21E-05,1.69E-05,1.85E-05,4.35E-05,1.01E-05,1.45E-05,3.17E-05,1.15E-05,0,3.01E-05,3.60E-05,3.49E-05,4.56E-05,1.67E-05
DYNC2I1,1.43E-05,2.44E-05,3.88E-05,5.47E-06,1.31E-05,2.24E-05,3.09E-05,4.02E-05,8.08E-05,2.01E-05,1.45E-05,5.14E-06,4.98E-05,5.96E-05,4.52E-05,1.44E-05,0,3.51E-06,9.21E-05
AIF1L,0,0,0,0,1.64E-06,6.41E-06,6.88E-05,0.00012355,1.86E-05,1.01E-05,4.84E-06,0,0,0,0,0,0,0,0
FAM78A,1.43E-05,0,0,6.08E-07,3.60E-05,1.60E-05,2.81E-06,0,0,0,1.94E-05,2.91E-05,3.83E-06,7.28E-05,4.52E-05,2.16E-05,4.65E-05,3.16E-05,0
NUP214,2.38E-05,3.57E-05,3.11E-05,1.03E-05,5.07E-05,3.21E-05,3.23E-05,5.87E-05,3.73E-05,3.02E-05,4.84E-05,5.66E-05,1.92E-05,3.97E-05,1.51E-05,5.33E-05,5.81E-05,8.77E-05,3.35E-05
SLC10A3,1.90E-05,1.69E-05,1.81E-05,1.22E-06,2.29E-05,6.41E-06,2.11E-05,1.54E-05,3.73E-05,4.02E-05,1.94E-05,2.23E-05,1.92E-05,3.97E-05,3.01E-05,2.45E-05,1.16E-05,3.51E-06,2.51E-05
MAP2K2,0.000109293,8.83E-05,9.58E-05,2.13E-05,3.11E-05,6.09E-05,4.78E-05,4.02E-05,3.73E-05,0.000130723,9.69E-05,7.11E-05,6.13E-05,3.31E-05,0.000120408,7.35E-05,9.30E-05,6.31E-05,5.30E-05
ARMCX1,4.75E-06,2.44E-05,1.81E-05,0,6.55E-06,1.92E-05,2.11E-05,1.85E-05,1.86E-05,2.01E-05,9.69E-06,2.40E-05,3.83E-05,3.31E-05,0,5.76E-06,0,1.75E-05,0
TIMM8A,0,1.13E-05,5.18E-06,9.12E-06,1.15E-05,1.28E-05,7.03E-06,1.24E-05,6.21E-06,0,9.69E-06,6.85E-06,0,1.99E-05,0,2.88E-06,0,7.01E-06,2.23E-05
ZC4H2,0,1.13E-05,0,2.43E-06,1.64E-06,0,4.22E-06,1.54E-05,1.24E-05,0,0,1.71E-06,7.66E-06,0,0,2.88E-06,0,0,0
CANX,0.000465684,0.000324882,0.000230433,0.000161701,0.000322484,0.000413519,0.000299271,0.000219301,0.000217489,0.000201112,0.000290578,0.00039673,0.000226073,9.93E-05,0.000120408,0.000272341,0.000209239,0.000315629,0.00026503
INTS11,2.85E-05,3.76E-05,3.88E-05,8.51E-06,3.93E-05,5.13E-05,4.64E-05,5.87E-05,4.35E-05,3.02E-05,4.36E-05,1.89E-05,5.36E-05,1.99E-05,3.01E-05,1.87E-05,1.16E-05,2.10E-05,5.02E-05
IPPK,0,3.76E-06,2.59E-06,1.22E-06,1.31E-05,1.28E-05,7.03E-06,3.09E-06,0,1.01E-05,0,2.57E-06,0,0,0,5.76E-06,0,3.51E-06,8.37E-06
PPCS,5.70E-05,4.13E-05,5.96E-05,4.92E-05,5.07E-05,3.85E-05,3.93E-05,4.02E-05,3.73E-05,6.03E-05,4.84E-05,4.71E-05,7.66E-05,3.31E-05,6.02E-05,7.49E-05,3.49E-05,3.51E-05,5.02E-05
COX7C,0.000641504,0.000559623,0.000857002,0.000545893,0.000379778,0.000407107,0.000435559,0.000426247,0.000720819,0.000623448,0.000682858,0.00048413,0.000425323,0.000383839,0.000436477,0.000505777,0.000906703,0.000462922,0.000502162
TANK,0,5.63E-06,1.55E-05,1.22E-06,3.27E-06,0,4.22E-06,1.85E-05,0,1.01E-05,1.45E-05,1.03E-05,1.15E-05,1.32E-05,1.51E-05,5.76E-06,1.16E-05,3.51E-06,3.07E-05
MASP1,0,4.13E-05,3.11E-05,5.65E-05,6.55E-06,0.000275679,4.50E-05,9.27E-06,1.86E-05,5.03E-05,1.45E-05,2.57E-06,0.000582425,1.32E-05,0,2.88E-06,1.16E-05,3.51E-06,0
RAP1B,9.50E-05,0.000150234,6.73E-05,3.83E-05,0.000148965,0.000157073,0.000146123,0.000182236,6.84E-05,0.000191057,0.000116231,0.000152522,9.20E-05,0.00015883,0.00016556,0.000113836,6.97E-05,0.000206912,6.42E-05
TSPAN8,4.75E-06,1.69E-05,0.000155348,1.52E-05,8.18E-06,6.41E-06,2.81E-06,3.09E-06,0,0,0.000135603,7.71E-06,1.53E-05,0,0,2.88E-06,0,3.51E-06,0.000973636
RAB3IP,9.50E-06,1.13E-05,0.000204541,9.12E-06,9.82E-06,1.28E-05,1.26E-05,3.09E-06,2.49E-05,0,2.42E-05,6.85E-06,1.15E-05,1.32E-05,0,5.76E-06,0,3.51E-06,4.18E-05
PTPRB,1.90E-05,7.51E-06,2.59E-06,1.28E-05,1.80E-05,0.000811009,0.000890788,0.000450957,1.24E-05,1.01E-05,4.84E-06,4.28E-06,0,1.32E-05,1.51E-05,2.88E-06,0,7.01E-06,1.67E-05
YEATS4,1.43E-05,1.13E-05,2.85E-05,7.90E-06,1.31E-05,1.28E-05,1.41E-05,2.47E-05,3.73E-05,1.01E-05,5.33E-05,2.14E-05,1.15E-05,5.29E-05,1.51E-05,1.01E-05,1.16E-05,1.05E-05,5.58E-06
FGFRL1,4.75E-06,5.63E-06,1.29E-05,1.95E-05,1.64E-06,3.21E-06,1.12E-05,3.09E-06,1.24E-05,0,2.42E-05,3.43E-06,1.15E-05,0,0,1.44E-06,0,3.51E-06,1.39E-05
TMEM175,3.33E-05,1.31E-05,5.18E-06,8.51E-06,1.64E-05,9.62E-06,1.12E-05,1.24E-05,6.21E-06,1.01E-05,1.45E-05,1.46E-05,7.66E-06,0,0,1.59E-05,0,3.51E-06,8.37E-06
PIN1,4.75E-05,4.32E-05,4.92E-05,1.88E-05,1.96E-05,4.17E-05,3.79E-05,4.02E-05,3.11E-05,5.03E-05,5.33E-05,3.34E-05,3.45E-05,4.63E-05,6.02E-05,3.17E-05,1.16E-05,6.31E-05,2.23E-05
FBXL12,9.50E-06,1.88E-05,1.29E-05,1.82E-06,8.18E-06,1.92E-05,1.26E-05,3.09E-06,4.35E-05,0,1.45E-05,8.57E-06,7.66E-06,1.32E-05,0,8.65E-06,0,1.40E-05,1.39E-05
EMC1,1.43E-05,3.00E-05,1.81E-05,1.16E-05,1.47E-05,1.60E-05,1.69E-05,1.85E-05,2.49E-05,3.02E-05,0,2.74E-05,3.83E-05,6.62E-06,3.01E-05,1.44E-05,0,3.51E-05,2.79E-05
UBR4,0,2.25E-05,7.77E-06,7.90E-06,2.95E-05,2.89E-05,7.03E-06,1.54E-05,4.35E-05,0,9.69E-06,2.31E-05,2.30E-05,3.97E-05,1.51E-05,8.65E-06,1.16E-05,7.01E-06,2.79E-05
HP1BP3,0.000104541,0.000150234,9.06E-05,3.53E-05,9.33E-05,0.000173101,0.000150338,0.000142082,0.000161563,0.000150834,0.000242148,9.17E-05,0.00011112,9.27E-05,0.000120408,0.00010519,6.97E-05,8.07E-05,0.000214814
ADGRE2,0,9.39E-06,0,0,9.33E-05,3.21E-06,0,9.27E-06,0,1.01E-05,1.94E-05,8.05E-05,3.83E-06,6.62E-06,0,0.000103749,1.16E-05,0.00022094,0
SIN3B,4.75E-06,2.63E-05,1.29E-05,3.65E-06,1.64E-05,2.24E-05,2.25E-05,4.02E-05,1.24E-05,3.02E-05,0,2.23E-05,3.83E-05,6.62E-06,0,1.15E-05,0,1.75E-05,1.67E-05
EPS15L1,9.50E-06,1.50E-05,7.77E-06,4.26E-06,1.80E-05,1.28E-05,1.97E-05,1.54E-05,4.35E-05,1.01E-05,1.45E-05,9.43E-06,1.15E-05,1.32E-05,1.51E-05,1.01E-05,4.65E-05,3.51E-06,2.51E-05
KLF2,0.00030412,0.000122065,5.44E-05,4.86E-06,0.000145691,0.000275679,0.000441179,0.001068706,0.000242344,9.05E-05,5.81E-05,0.000115677,0.000122616,0.00015883,0.000150509,6.20E-05,4.65E-05,6.66E-05,2.79E-06
GFER,2.38E-05,7.51E-06,1.04E-05,9.73E-06,6.55E-06,0,9.84E-06,2.16E-05,1.24E-05,1.01E-05,1.45E-05,1.03E-05,0,1.99E-05,0,2.16E-05,2.32E-05,3.51E-06,3.35E-05
WDR24,4.75E-06,1.88E-06,1.29E-05,7.29E-06,1.64E-06,6.41E-06,9.84E-06,6.18E-06,1.24E-05,0,9.69E-06,4.28E-06,3.83E-06,0,1.51E-05,2.88E-06,0,3.51E-06,1.39E-05
MACF1,4.28E-05,0.000296713,0.000227844,3.53E-05,9.00E-05,0.000445574,0.000303486,0.000469489,0.00029827,0.000351946,0.000145289,0.000100254,0.000252895,0.000277952,0.000180611,8.93E-05,9.30E-05,5.61E-05,0.000106012
SMARCA4,0.000864842,5.63E-05,0.000256324,0.000757442,0.000441983,0.000580208,0.000542341,0.000497288,0.000279628,5.03E-05,0.000154975,6.26E-05,0.000114952,0.000529433,7.53E-05,0.000129686,0.000557971,0.000182363,0.000100432
KDM4B,1.43E-05,1.88E-05,2.07E-05,6.08E-06,1.80E-05,4.49E-05,2.67E-05,2.47E-05,1.86E-05,1.01E-05,4.84E-06,1.54E-05,1.92E-05,3.31E-05,6.02E-05,3.03E-05,1.16E-05,2.45E-05,2.79E-05
TICAM1,1.90E-05,1.31E-05,8.54E-05,6.08E-06,2.13E-05,2.56E-05,2.25E-05,2.16E-05,1.86E-05,1.01E-05,1.45E-05,2.23E-05,1.15E-05,1.99E-05,0,1.30E-05,3.49E-05,2.45E-05,2.79E-05
METTL25,1.43E-05,9.39E-06,5.18E-06,3.65E-06,1.31E-05,1.60E-05,1.26E-05,6.18E-06,0,0,0,4.28E-06,0,1.32E-05,0,8.65E-06,0,1.40E-05,5.58E-06
EMC6,3.80E-05,4.51E-05,5.44E-05,4.07E-05,2.78E-05,3.21E-05,4.92E-05,3.40E-05,2.49E-05,7.04E-05,6.30E-05,2.31E-05,2.30E-05,2.65E-05,0,3.17E-05,3.49E-05,1.40E-05,4.74E-05
METTL16,1.43E-05,2.44E-05,2.33E-05,4.86E-06,2.78E-05,1.60E-05,2.95E-05,1.85E-05,1.24E-05,0,4.84E-06,1.29E-05,1.15E-05,1.32E-05,0,2.16E-05,2.32E-05,7.01E-06,1.39E-05
TUBA4A,0.000118797,7.51E-06,7.77E-06,1.52E-05,1.47E-05,1.60E-05,4.36E-05,4.32E-05,6.84E-05,0,8.23E-05,5.14E-06,1.53E-05,0.00012574,9.03E-05,1.87E-05,2.32E-05,2.45E-05,5.30E-05
VIL1,9.50E-06,1.88E-05,3.11E-05,4.26E-05,8.18E-06,6.41E-06,7.03E-06,9.27E-06,3.11E-05,0,7.26E-05,8.57E-06,0,0,4.52E-05,1.15E-05,0,1.75E-05,0.000170177
AAMP,3.80E-05,3.57E-05,3.62E-05,2.67E-05,3.60E-05,3.85E-05,3.79E-05,4.02E-05,0,7.04E-05,3.39E-05,3.26E-05,7.66E-06,2.65E-05,3.01E-05,4.32E-05,2.32E-05,1.75E-05,6.70E-05
PNKD,2.38E-05,6.57E-05,4.66E-05,6.20E-05,6.22E-05,4.49E-05,3.51E-05,4.32E-05,3.11E-05,6.03E-05,3.39E-05,8.74E-05,4.98E-05,1.32E-05,3.01E-05,3.03E-05,2.32E-05,8.77E-05,5.58E-05
RNF6,9.50E-06,2.07E-05,2.33E-05,8.51E-06,9.82E-06,2.24E-05,3.37E-05,4.63E-05,1.24E-05,3.02E-05,4.84E-06,1.63E-05,3.83E-06,3.97E-05,4.52E-05,1.01E-05,1.16E-05,3.51E-06,3.63E-05
ECHS1,6.65E-05,7.51E-05,0.0001191,0.000824919,8.02E-05,8.66E-05,8.57E-05,8.03E-05,9.32E-05,7.04E-05,6.78E-05,7.71E-05,9.58E-05,4.63E-05,0,9.65E-05,8.14E-05,6.31E-05,0.000117171
AKAP9,0.000109293,0.000176525,0.0002382,6.02E-05,0.000170245,0.000160278,0.000140503,0.00019768,6.84E-05,0.000130723,0.000159818,0.000131958,0.000126447,9.27E-05,0.000255866,0.000100867,0.000127868,0.000101703,0.000387781
GNG11,1.43E-05,0.000150234,5.18E-06,6.08E-06,2.29E-05,0.000865504,0.000758716,0.000784541,0.000105637,0.000170945,1.94E-05,9.43E-06,0.000145606,5.29E-05,0,1.30E-05,0,1.75E-05,2.79E-06
SEM1,8.55E-05,0.00016338,0.00017865,0.000151367,7.53E-05,0.000125017,0.000160173,0.000145171,0.000180205,0.000271501,0.000154975,0.000105395,0.000149438,0.000119122,0.000255866,0.000121041,0.000162741,8.77E-05,0.000159018
HIP1,2.38E-05,0.000140845,3.11E-05,9.12E-06,2.95E-05,4.17E-05,6.74E-05,8.96E-05,3.11E-05,0.000211168,9.69E-06,1.46E-05,3.83E-05,3.31E-05,1.51E-05,3.31E-05,1.16E-05,3.16E-05,8.37E-06
PTPN12,1.43E-05,6.76E-05,7.25E-05,9.12E-06,5.89E-05,0.000115401,0.000132073,0.000163704,1.86E-05,9.05E-05,0.000111388,6.68E-05,7.28E-05,7.94E-05,1.51E-05,8.21E-05,4.65E-05,3.86E-05,2.23E-05
POR,4.75E-06,5.07E-05,5.44E-05,0.000167172,4.91E-05,1.60E-05,4.22E-05,3.40E-05,4.97E-05,6.03E-05,2.91E-05,4.28E-05,3.07E-05,1.99E-05,0,3.31E-05,1.16E-05,5.61E-05,2.23E-05
FGL2,0.000109293,3.38E-05,7.77E-06,1.82E-06,0.000558208,9.62E-05,4.78E-05,6.49E-05,0,1.01E-05,0.000154975,0.000285337,0.000122616,2.65E-05,0,0.000507218,0.00066259,0.000431359,8.37E-06
STYXL1,2.38E-05,1.69E-05,2.59E-05,8.51E-06,1.64E-05,1.28E-05,1.41E-05,1.24E-05,0,1.01E-05,1.94E-05,1.80E-05,7.66E-06,1.32E-05,0,1.59E-05,2.32E-05,2.10E-05,4.18E-05
STEAP4,0,1.50E-05,2.59E-06,6.08E-07,3.27E-06,6.41E-06,8.43E-06,1.24E-05,4.35E-05,0.000170945,0,3.43E-06,0.000413828,0,0,7.20E-06,0,1.40E-05,0
GNAI1,0,3.00E-05,2.85E-05,1.22E-05,1.64E-06,3.21E-06,1.41E-05,1.85E-05,3.11E-05,7.04E-05,1.45E-05,1.71E-06,3.83E-05,0,0,8.65E-06,3.49E-05,0,0
PEX1,0,5.63E-06,2.07E-05,7.29E-06,3.27E-06,1.92E-05,1.41E-05,2.47E-05,2.49E-05,0,9.69E-06,9.43E-06,1.53E-05,5.96E-05,1.51E-05,5.76E-06,3.49E-05,0,2.23E-05
MTERF1,4.75E-06,9.39E-06,7.77E-06,6.69E-06,1.64E-06,3.21E-06,2.81E-06,1.24E-05,0,1.01E-05,4.84E-06,5.14E-06,3.83E-06,0,1.51E-05,1.44E-06,0,1.05E-05,2.79E-06
